"id","dur","proto","service","state","spkts","dpkts","sbytes","dbytes","rate","sttl","dttl","sload","dload","sloss","dloss","sinpkt","dinpkt","sjit","djit","swin","stcpb","dtcpb","dwin","tcprtt","synack","ackdat","smean","dmean","trans_depth","response_body_len","ct_srv_src","ct_state_ttl","ct_dst_ltm","ct_src_dport_ltm","ct_dst_sport_ltm","ct_dst_src_ltm","is_ftp_login","ct_ftp_cmd","ct_flw_http_mthd","ct_src_ltm","ct_srv_dst","is_sm_ips_ports","attack_cat","label"
"23398","0.05974","tcp","-","FIN","44","46","2750","27602","1489.789099","31","29","359959.8438","3615935.75","7","16","1.381884","1.314711","80.464208","78.940027","255","3625764261","3640002117","255","0.000732","0.000575","0.000157","63","600","0","0","4","0","1","1","1","1","0","0","0","3","12","0","Normal","0"
"23399","0.000011","udp","dns","INT","2","0","264","0","90909.0902","60","0","96000000","0","0","0","0.011","0","0","0","0","0","0","0","0","0","0","132","0","0","0","8","0","3","3","3","3","0","0","0","3","8","0","Normal","0"
"23400","0.001047","udp","-","CON","2","2","146","178","2865.329359","31","29","557784.125","680038.1875","0","0","0.01","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","5","0","3","1","1","1","0","0","0","2","5","0","Normal","0"
"23401","0.039937","tcp","-","FIN","60","62","3614","49590","3029.771836","31","29","711921.25","9773593","7","24","0.671542","0.636295","40.692368","39.946726","255","707338604","717815557","255","0.001282","0.00112","0.000162","60","800","0","0","3","0","2","1","1","1","0","0","0","2","6","0","Normal","0"
"23402","0.014724","tcp","-","FIN","44","46","2750","27602","6044.552964","31","29","1460472.625","14671013","7","16","0.335","0.314933","0","18.796286","255","1400117349","1407132125","255","0.000681","0.000548","0.000133","63","600","0","0","3","0","1","1","1","1","0","0","0","3","3","0","Normal","0"
"23403","0.088843","tcp","-","FIN","84","86","4862","80646","1902.231965","31","29","432673.3438","7177515","7","36","1.066518","1.036388","0","65.59837","255","980902141","991578808","255","0.000918","0.000747","0.000171","58","938","0","0","10","0","2","1","1","1","0","0","0","2","13","0","Normal","0"
"23404","0.017559","tcp","-","FIN","46","48","2854","31458","5296.429375","31","29","1272054.25","14034057","7","17","0.382644","0.361745","21.229437","19.315715","255","1491094278","3636768329","255","0.000671","0.000547","0.000124","62","655","0","0","10","0","2","1","1","1","0","0","0","1","17","0","Normal","0"
"23405","0.027936","tcp","-","FIN","46","48","2854","31360","3329.037756","31","29","799541.8125","8793528","7","17","0.6138","0.582851","38.485172","36.487669","255","1539590092","1539876506","255","0.000668","0.000536","0.000132","62","653","0","0","4","0","3","1","1","2","0","0","0","3","5","0","Normal","0"
"23406","0.352348","udp","-","CON","4","4","568","320","19.866723","31","29","9672.255859","5449.158203","0","0","73.672336","112.341664","104.174273","158.8645","0","0","0","0","0","0","0","142","80","0","0","10","0","2","1","1","2","0","0","0","7","5","0","Normal","0"
"23407","0.026796","tcp","-","FIN","62","58","5928","8010","4440.961325","31","29","1741454","2350201.5","14","17","0.439279","0.465375","65.124625","0","255","1300375210","3450268968","255","0.000753","0.000597","0.000156","96","138","0","0","4","0","2","1","1","2","0","0","0","3","7","0","Normal","0"
"23408","0.016937","tcp","-","FIN","46","48","2854","31360","5490.936782","31","29","1318769.5","14504103","7","17","0.369289","0.347681","21.183199","20.987619","255","707335389","2853023071","255","0.000721","0.000588","0.000133","62","653","0","0","3","0","1","1","1","1","0","0","0","2","6","0","Normal","0"
"23409","0.001079","udp","-","CON","2","2","146","178","2780.352305","31","29","541241.9375","659870.25","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","9","0","2","1","1","1","0","0","0","2","6","0","Normal","0"
"23410","0.001033","udp","-","CON","2","2","130","162","2904.162775","31","29","503388.2188","627299.1875","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","65","81","0","0","8","0","3","1","1","1","0","0","0","2","9","0","Normal","0"
"23411","0.004748","tcp","-","FIN","18","18","4488","2456","7371.525113","31","29","7142376","3909014.5","7","7","0.260647","0.251588","12.890811","0.323652","255","3760679761","3759474403","255","0.000589","0.000467","0.000122","249","136","0","0","7","0","1","1","1","1","0","0","0","1","8","0","Normal","0"
"23412","0.281867","tcp","-","FIN","32","24","3728","5474","195.127491","31","29","102516.4375","148892.9219","7","7","9.092484","12.222218","582.660685","17.582754","255","999590329","3149483015","255","0.000764","0.00062","0.000144","117","228","0","0","9","0","2","2","1","1","0","0","0","2","4","0","Normal","0"
"23413","0.001017","udp","dns","CON","2","2","146","178","2949.852669","31","29","574238","700098.375","0","0","0.01","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","1","0","3","1","1","2","0","0","0","3","1","0","Normal","0"
"23414","0.028858","tcp","-","FIN","46","48","2854","31360","3222.676508","31","29","773996.8125","8512579","7","17","0.634067","0.616109","38.903154","38.133601","255","1660375722","1660664834","255","0.000636","0.000506","0.00013","62","653","0","0","14","0","1","1","1","1","0","0","0","4","5","0","Normal","0"
"23415","1.247139","tcp","-","FIN","14","18","1684","10168","24.856893","31","29","10032.5625","61606.60547","3","5","95.90431","73.327941","9099.56299","7966.799825","255","3185510922","1051954012","255","0.000696","0.000561","0.000135","120","565","0","0","7","0","6","1","1","1","0","0","0","2","19","0","Normal","0"
"23416","0.011679","tcp","-","FIN","40","42","2542","21006","6935.52517","31","29","1698090.5","14046408","7","14","0.298842","0.269537","17.316766","14.901233","255","3336916310","1187657449","255","0.000754","0.000618","0.000136","64","500","0","0","9","0","1","1","1","1","0","0","0","4","5","0","Normal","0"
"23417","0.002002","udp","-","CON","4","4","528","304","3496.503304","31","29","1582417.5","911088.875","0","0","0.482667","0.304","0.674816","0.42285","0","0","0","0","0","0","0","132","76","0","0","9","0","3","1","1","3","0","0","0","4","13","0","Normal","0"
"23418","1.225206","tcp","-","FIN","14","18","1684","10168","25.301867","31","29","10212.16016","62709.45313","3","5","94.219151","72.039529","8926.013181","7816.114152","255","2590482445","458673919","255","0.000676","0.000527","0.000149","120","565","0","0","9","0","2","2","1","1","0","0","0","4","14","0","Normal","0"
"23419","0.007055","tcp","-","FIN","18","18","3880","2456","4961.020598","31","29","4155917.75","2630758.25","7","7","0.395","0.383","20.163501","0.493549","255","578190306","2726884439","255","0.000675","0.00054","0.000135","216","136","0","0","8","0","6","1","1","3","0","0","0","4","21","0","Normal","0"
"23420","0.021794","tcp","-","FIN","52","42","37178","3380","4267.229387","31","29","13384968","1211342.5","18","8","0.420529","0.517902","22.931611","0.844305","255","3509958315","1361447630","255","0.000709","0.000556","0.000153","715","80","0","0","12","0","4","1","1","2","0","0","0","5","5","0","Normal","0"
"23421","0.001122","udp","-","CON","2","2","146","178","2673.796684","31","29","520499.0938","634581.0625","0","0","0.01","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","15","0","2","2","1","1","0","0","0","4","6","0","Normal","0"
"23422","0.084396","tcp","-","FIN","22","24","1920","4312","533.200643","31","29","173752.3125","391772.125","6","6","4.001238","3.641826","401.409834","384.884257","255","4116480876","1971401997","255","0.000778","0.000624","0.000154","87","180","0","0","16","0","1","1","1","1","0","0","0","1","3","0","Normal","0"
"23423","0.001096","udp","-","CON","2","2","146","178","2737.226368","31","29","532846.75","649635.0625","0","0","0.002","0.009","0","0","0","0","0","0","0","0","0","73","89","0","0","4","0","1","1","1","1","0","0","0","2","4","0","Normal","0"
"23424","0.001142","udp","-","CON","2","2","146","178","2626.970309","31","29","511383.5625","623467.625","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","18","0","2","1","1","1","0","0","0","4","11","0","Normal","0"
"23425","0.000981","udp","-","CON","2","2","130","162","3058.103916","31","29","530071.375","660550.4375","0","0","0.003","0.009","0","0","0","0","0","0","0","0","0","65","81","0","0","5","0","1","2","1","1","0","0","0","2","9","0","Normal","0"
"23426","0.001102","udp","-","CON","2","2","130","162","2722.323026","31","29","471869.3125","588021.75","0","0","0.033","0.008","0","0","0","0","0","0","0","0","0","65","81","0","0","12","0","3","2","1","1","0","0","0","5","8","0","Normal","0"
"23427","0.000981","udp","-","CON","2","2","146","178","3058.103916","31","29","595310.875","725790","0","0","0.004","0.005","0","0","0","0","0","0","0","0","0","73","89","0","0","7","0","4","1","1","1","0","0","0","2","8","0","Normal","0"
"23428","0.017957","tcp","-","FIN","46","48","2854","31458","5179.038797","31","29","1243860.375","13723005","7","17","0.3916","0.369128","22.67364","21.534073","255","1731094849","3876788943","255","0.00075","0.000597","0.000153","62","655","0","0","4","0","1","1","1","1","0","0","0","1","7","0","Normal","0"
"23429","0.000966","udp","-","CON","2","2","146","178","3105.589993","31","29","604554.875","737060","0","0","0.002","0.004","0","0","0","0","0","0","0","0","0","73","89","0","0","2","0","1","1","1","1","0","0","0","1","4","0","Normal","0"
"23430","0.046538","tcp","-","FIN","6","8","320","1946","279.341619","31","29","45897.97656","292750.0313","1","2","9.2434","6.576429","644.356381","15.779157","255","2967773448","833104987","255","0.000642","0.0005","0.000142","53","243","0","0","12","0","3","1","1","2","0","0","0","3","5","0","Normal","0"
"23431","0.159015","tcp","-","FIN","84","86","4862","80646","1062.792819","31","29","241738.2031","4010137.5","7","36","1.911675","1.864306","96.654487","95.528378","255","3190482353","3229829973","255","0.000706","0.000543","0.000163","58","938","0","0","9","0","2","1","1","1","0","0","0","2","9","0","Normal","0"
"23432","0.024543","tcp","-","FIN","44","46","2750","27602","3626.288498","31","29","876176.5","8801532","7","16","0.563116","0.532089","0","35.303137","255","3869958883","1729939615","255","0.000791","0.000595","0.000196","63","600","0","0","7","0","1","1","1","1","0","0","0","2","8","0","Normal","0"
"23433","0.005652","tcp","-","FIN","22","24","2054","2478","7961.783163","31","29","2775654.5","3361641.75","6","6","0.252667","0.22213","15.614918","13.035796","255","1820113560","1820387289","255","0.000663","0.000533","0.00013","93","103","0","0","9","0","6","1","1","1","0","0","0","2","19","0","Normal","0"
"23434","0.006229","tcp","-","FIN","32","24","3728","5474","8829.667448","31","29","4638946.5","6737518","7","7","0.207633","0.238435","12.792261","0.350913","255","1551094889","3696786421","255","0.000761","0.000604","0.000157","117","228","0","0","6","0","1","1","1","1","0","0","0","1","7","0","Normal","0"
"23435","0.016694","tcp","-","FIN","44","44","2750","27498","5211.45322","31","29","1288127.5","12878399","7","16","0.380698","0.375628","21.85808","21.857465","255","2847769980","708791888","255","0.000703","0.000539","0.000164","63","625","0","0","9","0","4","1","1","1","0","0","0","2","11","0","Normal","0"
"23436","0.001033","udp","-","CON","2","2","130","162","2904.162775","31","29","503388.2188","627299.1875","0","0","0.004","0.008","0","0","0","0","0","0","0","0","0","65","81","0","0","10","0","2","2","1","1","0","0","0","5","13","0","Normal","0"
"23437","0.000997","udp","-","CON","2","2","146","178","3009.027007","31","29","585757.25","714142.4375","0","0","0.003","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","11","0","2","1","1","1","0","0","0","2","14","0","Normal","0"
"23438","0.001016","udp","-","CON","2","2","146","178","2952.755752","31","29","574803.125","700787.375","0","0","0.01","0.004","0","0","0","0","0","0","0","0","0","73","89","0","0","8","0","3","1","1","1","0","0","0","1","8","0","Normal","0"
"23439","0.003966","tcp","-","FIN","10","12","528","8824","5295.007656","31","29","960161.375","16316692","1","4","0.399","0.315545","22.764649","21.117314","255","4236488365","2098188197","255","0.000642","0.000491","0.000151","53","735","0","0","10","0","6","1","1","4","0","0","0","5","14","0","Normal","0"
"23440","0.001084","udp","-","CON","2","2","132","164","2767.527704","31","29","487084.875","605166.0625","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","66","82","0","0","13","0","3","1","1","1","0","0","0","2","8","0","Normal","0"
"23441","0.001033","udp","-","CON","2","2","146","178","2904.162775","31","29","565343.6875","689254.625","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","10","0","2","1","1","1","0","0","0","1","8","0","Normal","0"
"23442","1.007807","tcp","-","FIN","14","18","1684","10168","30.759857","31","29","12415.0752","76236.82031","3","5","77.49669","59.248588","8765.545846","7675.545774","255","2410482208","261953074","255","0.000732","0.000577","0.000155","120","565","0","0","11","0","3","1","1","1","0","0","0","2","9","0","Normal","0"
"23443","0.031934","tcp","-","FIN","122","126","7810","15096","7734.702691","31","29","1940502.25","3751988.5","30","32","0.261066","0.251144","16.346102","14.432109","255","1547339792","1548362480","255","0.000695","0.000534","0.000161","64","120","0","0","10","0","3","1","1","2","0","0","0","5","7","0","Normal","0"
"23444","1.133932","tcp","-","FIN","12","18","1580","10168","25.574726","31","29","10222.83496","67757.14844","3","5","103.052999","66.668587","10599.23568","8534.089341","255","800117176","801234885","255","0.000695","0.000562","0.000133","132","565","0","0","4","0","6","1","1","1","0","0","0","1","19","0","Normal","0"
"23445","0","arp","-","CON","3","3","84","138","0.097147","0","0","8.70435","14.300004","0","0","25734.168","25734.172","2100.499","2100.49225","0","0","0","0","0","0","0","28","46","0","0","2","0","2","2","2","2","0","0","0","2","2","0","Normal","0"
"23446","0.023007","tcp","-","FIN","48","50","2974","33882","4216.108166","31","29","1012909.125","11546051","7","18","0.480489","0.45849","29.289216","29.428526","255","3394296068","3405362006","255","0.000671","0.000536","0.000135","62","678","0","0","17","0","1","1","1","1","0","0","0","5","9","0","Normal","0"
"23447","0.968784","tcp","-","FIN","122","126","7810","15096","254.9588","31","29","63964.72266","123676.6953","30","32","8.003512","7.746272","481.194955","475.612557","255","338194631","2493581475","255","0.00063","0.000496","0.000134","64","120","0","0","7","0","1","1","1","1","0","0","0","3","9","0","Normal","0"
"23448","0.017003","tcp","-","FIN","46","48","2854","31458","5469.623078","31","29","1313650.5","14492972","7","17","0.370756","0.35017","21.743229","20.971134","255","980899000","3126570573","255","0.000677","0.000534","0.000143","62","655","0","0","10","0","2","1","1","1","0","0","0","2","11","0","Normal","0"
"23449","0.001063","udp","-","CON","2","2","146","178","2822.201463","31","29","549388.5625","669802.5","0","0","0.011","0.008","0","0","0","0","0","0","0","0","0","73","89","0","0","10","0","4","2","1","1","0","0","0","5","9","0","Normal","0"
"23450","0.004509","udp","-","CON","4","4","568","304","1552.450617","31","29","755821.6875","404524.2813","0","0","1.196","1.041667","1.680086","1.466776","0","0","0","0","0","0","0","142","76","0","0","7","0","4","1","1","3","0","0","0","4","8","0","Normal","0"
"23451","0.043875","tcp","-","FIN","60","62","3614","49590","2757.834672","31","29","648022.75","8896364","7","24","0.738254","0.711131","52.713167","51.313013","255","3805765459","1678045357","255","0.00062","0.000492","0.000128","60","800","0","0","14","0","3","1","1","1","0","0","0","4","8","0","Normal","0"
